"plb0022_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1202","0.324442511512737","0.309125945909907","0.339759077115566"
"Nicht erwerbstaetig","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","383","0.316055887835443","0.289662070085732","0.342449705585154"
"Nicht erwerbstaetig","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1541","0.337809676742195","0.324267938744875","0.351351414739515"
"Nicht erwerbstaetig","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","728","0.401897922131836","0.380822980409053","0.422972863854619"
"Nicht erwerbstaetig","1996","66 und älter","Westdeutschland, alte Bundeslaender","1117","0.972077033201719","0.962567382645899","0.98158668375754"
"Nicht erwerbstaetig","1996","66 und älter","Ostdeutschland, neue Bundeslaender","422","0.996346714625661","0.990610826506609","1.00208260274471"
"Betriebliches Praktikum","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1679","0.48199696701543","0.465369187959477","0.498624746071383"
"Voll erwerbstaetig","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","540","0.486518223821066","0.457841816752579","0.515194630889552"
"Voll erwerbstaetig","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2359","0.502396402555211","0.487983509621154","0.516809295489269"
"Voll erwerbstaetig","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1153","0.506848241493428","0.485169045445358","0.528527437541498"
"Voll erwerbstaetig","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Voll erwerbstaetig","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","227","0.0753537428666447","0.0665698675294202","0.0841376182038693"
"Teilzeitbeschaeftigung","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","50","0.0547899712888299","0.0417334536481224","0.0678464889295374"
"Teilzeitbeschaeftigung","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","564","0.120411288652649","0.111030063270454","0.129792514034845"
"Teilzeitbeschaeftigung","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","143","0.0634076353297836","0.0528404337319983","0.0739748369275689"
"Teilzeitbeschaeftigung","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","264","0.0761779551148669","0.0673501089379889","0.0850058012917449"
"Ausbildung/Lehre","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","148","0.0959757115504365","0.0790758408172627","0.11287558228361"
"Ausbildung/Lehre","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","106","0.0317410263092979","0.0259072175400776","0.0375748350785182"
"Geringfuegig erwerbstaetig","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","114","0.0234441534252353","0.0190824918634232","0.0278058149870473"
"Geringfuegig erwerbstaetig","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1162","0.324143819757851","0.308568321138884","0.339719318376818"
"Nicht erwerbstaetig","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","386","0.322512537642187","0.295693907218632","0.349331168065742"
"Nicht erwerbstaetig","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1579","0.352646211017768","0.338873272702383","0.366419149333153"
"Nicht erwerbstaetig","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","720","0.41812981490137","0.396741206552165","0.439518423250575"
"Nicht erwerbstaetig","1997","66 und älter","Westdeutschland, alte Bundeslaender","1139","0.975849254783294","0.967060225312625","0.984638284253962"
"Nicht erwerbstaetig","1997","66 und älter","Ostdeutschland, neue Bundeslaender","437","0.990898483439762","0.982035085260973","0.999761881618552"
"Betriebliches Praktikum","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","31","0.0105864889359093","0.00718075408584995","0.0139922237859686"
"Wehrpflicht/Zivildienst","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","30","0.0279090392946223","0.0184588924081457","0.0373591861810989"
"Wehrpflicht/Zivildienst","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1764","0.4675299005325","0.451400707191839","0.483659093873162"
"Voll erwerbstaetig","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","539","0.464983521776706","0.436880192865245","0.493086850688166"
"Voll erwerbstaetig","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2728","0.505944704695431","0.492561365224515","0.519328044166347"
"Voll erwerbstaetig","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1201","0.499775262007855","0.478834330609464","0.520716193406246"
"Voll erwerbstaetig","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Voll erwerbstaetig","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","219","0.0689719752204287","0.0607801995958105","0.077163750845047"
"Teilzeitbeschaeftigung","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0496983668532079","0.0374534115992947","0.0619433221071212"
"Teilzeitbeschaeftigung","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","677","0.127229457884971","0.118309371392478","0.136149544377464"
"Teilzeitbeschaeftigung","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","158","0.0664408811901809","0.0560101527664248","0.076871609613937"
"Teilzeitbeschaeftigung","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","291","0.0804238155135259","0.0716326484367519","0.0892149825902998"
"Ausbildung/Lehre","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.115831300332712","0.0977996307773649","0.133862969888059"
"Ausbildung/Lehre","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","103","0.0280499867106191","0.0227123546331674","0.0333876187880707"
"Geringfuegig erwerbstaetig","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","146","0.0239139733178527","0.0198242389095251","0.0280037077261803"
"Geringfuegig erwerbstaetig","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
