"pgstib","year","bula_h","n","percent","lower_confidence","upper_confidence"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Brandenburg","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Sachsen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Sachsen-Anhalt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","Thueringen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Schleswig-Holstein","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Hamburg","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Niedersachsen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Bremen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Nordrhein-Westfalen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Hessen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Rheinland-Pfalz,Saarland","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Baden-Wuerttemberg","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Bayern","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Saarland","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Berlin","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Brandenburg","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Sachsen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Sachsen-Anhalt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","Thueringen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Schleswig-Holstein","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Hamburg","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Niedersachsen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Bremen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Nordrhein-Westfalen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Hessen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Rheinland-Pfalz,Saarland","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Baden-Wuerttemberg","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Bayern","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Saarland","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Berlin","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Brandenburg","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Sachsen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Sachsen-Anhalt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","Thueringen","","","",""
"Freiberufler, Akademiker","1984","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker","1984","Hamburg","","","",""
"Freiberufler, Akademiker","1984","Niedersachsen","","","",""
"Freiberufler, Akademiker","1984","Bremen","","","",""
"Freiberufler, Akademiker","1984","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker","1984","Hessen","","","",""
"Freiberufler, Akademiker","1984","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker","1984","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker","1984","Bayern","","","",""
"Freiberufler, Akademiker","1984","Saarland","","","",""
"Freiberufler, Akademiker","1984","Berlin","","","",""
"Freiberufler, Akademiker","1984","Brandenburg","","","",""
"Freiberufler, Akademiker","1984","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker","1984","Sachsen","","","",""
"Freiberufler, Akademiker","1984","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker","1984","Thueringen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Hamburg","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Niedersachsen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Bremen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Hessen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Bayern","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Saarland","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Berlin","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Brandenburg","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Sachsen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","Thueringen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Hamburg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Niedersachsen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Bremen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Hessen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Bayern","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Saarland","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Berlin","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Brandenburg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Sachsen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","Thueringen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Hamburg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Niedersachsen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Bremen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Hessen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Bayern","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Saarland","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Berlin","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Brandenburg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Sachsen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","Thueringen","","","",""
"sonstige selbständiger","1984","Schleswig-Holstein","","","",""
"sonstige selbständiger","1984","Hamburg","","","",""
"sonstige selbständiger","1984","Niedersachsen","47","0.0375797619927529","0.0269732155420309","0.0481863084434748"
"sonstige selbständiger","1984","Bremen","","","",""
"sonstige selbständiger","1984","Nordrhein-Westfalen","93","0.0270629051112649","0.021502953244069","0.0326228569784607"
"sonstige selbständiger","1984","Hessen","31","0.0232290371881834","0.0148719915620873","0.0315860828142796"
"sonstige selbständiger","1984","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger","1984","Baden-Wuerttemberg","46","0.0243767377924012","0.0180285290721556","0.0307249465126468"
"sonstige selbständiger","1984","Bayern","57","0.0291459695657161","0.0219582446819833","0.0363336944494489"
"sonstige selbständiger","1984","Saarland","","","",""
"sonstige selbständiger","1984","Berlin","","","",""
"sonstige selbständiger","1984","Brandenburg","","","",""
"sonstige selbständiger","1984","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger","1984","Sachsen","","","",""
"sonstige selbständiger","1984","Sachsen-Anhalt","","","",""
"sonstige selbständiger","1984","Thueringen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Schleswig-Holstein","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Hamburg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Niedersachsen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Bremen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Hessen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Bayern","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Saarland","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Berlin","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Brandenburg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Sachsen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Sachsen-Anhalt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","Thueringen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Schleswig-Holstein","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Hamburg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Niedersachsen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Bremen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Hessen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Bayern","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Saarland","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Berlin","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Brandenburg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Sachsen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Sachsen-Anhalt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","Thueringen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Schleswig-Holstein","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Hamburg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Niedersachsen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Bremen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Hessen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Bayern","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Saarland","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Berlin","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Brandenburg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Sachsen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Sachsen-Anhalt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","Thueringen","","","",""
"mithelfende Familienangehörige","1984","Schleswig-Holstein","","","",""
"mithelfende Familienangehörige","1984","Hamburg","","","",""
"mithelfende Familienangehörige","1984","Niedersachsen","","","",""
"mithelfende Familienangehörige","1984","Bremen","","","",""
"mithelfende Familienangehörige","1984","Nordrhein-Westfalen","","","",""
"mithelfende Familienangehörige","1984","Hessen","","","",""
"mithelfende Familienangehörige","1984","Rheinland-Pfalz,Saarland","","","",""
"mithelfende Familienangehörige","1984","Baden-Wuerttemberg","","","",""
"mithelfende Familienangehörige","1984","Bayern","","","",""
"mithelfende Familienangehörige","1984","Saarland","","","",""
"mithelfende Familienangehörige","1984","Berlin","","","",""
"mithelfende Familienangehörige","1984","Brandenburg","","","",""
"mithelfende Familienangehörige","1984","Mecklenburg-Vorpommern","","","",""
"mithelfende Familienangehörige","1984","Sachsen","","","",""
"mithelfende Familienangehörige","1984","Sachsen-Anhalt","","","",""
"mithelfende Familienangehörige","1984","Thueringen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Schleswig-Holstein","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Hamburg","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Niedersachsen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Bremen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Nordrhein-Westfalen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Hessen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Baden-Wuerttemberg","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Bayern","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Saarland","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Berlin","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Brandenburg","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Mecklenburg-Vorpommern","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Sachsen","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Sachsen-Anhalt","","","",""
"Angestellte, Industrie- und Werkmeister","1984","Thueringen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Schleswig-Holstein","33","0.0841445484210404","0.0564866569604116","0.111802439881669"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Hamburg","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Niedersachsen","56","0.044156333037246","0.0326984457464269","0.0556142203280651"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Bremen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Nordrhein-Westfalen","134","0.0435742003130195","0.0365792956820446","0.0505691049439943"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Hessen","63","0.0472175809592112","0.0354499366573991","0.0589852252610234"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Rheinland-Pfalz,Saarland","34","0.0406384010082643","0.0273956373974982","0.0538811646190304"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Baden-Wuerttemberg","102","0.0544796977693681","0.0451369396557062","0.0638224558830301"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Bayern","119","0.0582600969961857","0.0482514283549061","0.0682687656374653"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Saarland","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Berlin","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Brandenburg","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Sachsen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","Thueringen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","Hamburg","","","",""
