"m11104","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","1995","AkademikerIn","Thueringen","23","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Hamburg","6","1","1","1"
"Fast nie oder nie","1996","(noch) kein Abschluss","Niedersachsen","34","0.433960049954543","0.306409448309035","0.561510651600051"
"Fast nie oder nie","1996","(noch) kein Abschluss","Bremen","2","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Nordrhein-Westfalen","140","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Hessen","59","0.58142883705407","0.473995635579749","0.688862038528391"
"Fast nie oder nie","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","26","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Baden-Wuerttemberg","131","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Bayern","43","0.380959763137591","0.27949721892059","0.482422307354591"
"Fast nie oder nie","1996","(noch) kein Abschluss","Saarland","","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Berlin","8","0.261280076776301","0.0924093118555809","0.430150841697022"
"Fast nie oder nie","1996","(noch) kein Abschluss","Brandenburg","7","0.325384089727179","0.114716494888955","0.536051684565402"
"Fast nie oder nie","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Sachsen","8","0.209966929516482","0.0804715189506243","0.339462340082339"
"Fast nie oder nie","1996","(noch) kein Abschluss","Sachsen-Anhalt","4","0.153349756188964","-0.000760665025254292","0.307460177403182"
"Fast nie oder nie","1996","(noch) kein Abschluss","Thueringen","3","","",""
"Fast nie oder nie","1996","Hauptschule","Schleswig-Holstein","72","0.482587739644124","0.399517169596151","0.565658309692098"
"Fast nie oder nie","1996","Hauptschule","Hamburg","38","0.596997810435738","0.474904373789556","0.71909124708192"
"Fast nie oder nie","1996","Hauptschule","Niedersachsen","289","","",""
"Fast nie oder nie","1996","Hauptschule","Bremen","34","0.678867961395809","0.553165254230902","0.804570668560717"
"Fast nie oder nie","1996","Hauptschule","Nordrhein-Westfalen","704","0.584061078585741","0.556278096793496","0.611844060377987"
"Fast nie oder nie","1996","Hauptschule","Hessen","298","","",""
"Fast nie oder nie","1996","Hauptschule","Rheinland-Pfalz,Saarland","259","","",""
"Fast nie oder nie","1996","Hauptschule","Baden-Wuerttemberg","512","0.587207103379755","0.555005931234018","0.619408275525492"
"Fast nie oder nie","1996","Hauptschule","Bayern","439","0.538973861827205","0.50571638328503","0.572231340369379"
"Fast nie oder nie","1996","Hauptschule","Saarland","","","",""
"Fast nie oder nie","1996","Hauptschule","Berlin","103","","",""
"Fast nie oder nie","1996","Hauptschule","Brandenburg","134","","",""
"Fast nie oder nie","1996","Hauptschule","Mecklenburg-Vorpommern","89","0.814786078114678","0.743475447135956","0.886096709093399"
"Fast nie oder nie","1996","Hauptschule","Sachsen","292","","",""
"Fast nie oder nie","1996","Hauptschule","Sachsen-Anhalt","188","","",""
"Fast nie oder nie","1996","Hauptschule","Thueringen","185","","",""
"Fast nie oder nie","1996","Realschule","Schleswig-Holstein","29","","",""
"Fast nie oder nie","1996","Realschule","Hamburg","10","","",""
"Fast nie oder nie","1996","Realschule","Niedersachsen","80","0.317394970884372","0.258383844700709","0.376406097068035"
"Fast nie oder nie","1996","Realschule","Bremen","7","0.536578078260603","0.306213029427665","0.766943127093541"
"Fast nie oder nie","1996","Realschule","Nordrhein-Westfalen","142","","",""
"Fast nie oder nie","1996","Realschule","Hessen","53","0.374932374904035","0.300385308456662","0.449479441351407"
"Fast nie oder nie","1996","Realschule","Rheinland-Pfalz,Saarland","41","0.43191120364157","0.337613632759566","0.526208774523575"
"Fast nie oder nie","1996","Realschule","Baden-Wuerttemberg","64","0.278179205655155","0.223711580131945","0.332646831178365"
"Fast nie oder nie","1996","Realschule","Bayern","103","","",""
"Fast nie oder nie","1996","Realschule","Saarland","","","",""
"Fast nie oder nie","1996","Realschule","Berlin","72","0.49667902439792","0.417966712855713","0.575391335940127"
"Fast nie oder nie","1996","Realschule","Brandenburg","121","","",""
"Fast nie oder nie","1996","Realschule","Mecklenburg-Vorpommern","71","0.409374902423649","0.332944510854952","0.485805293992346"
"Fast nie oder nie","1996","Realschule","Sachsen","205","","",""
"Fast nie oder nie","1996","Realschule","Sachsen-Anhalt","103","","",""
"Fast nie oder nie","1996","Realschule","Thueringen","116","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Schleswig-Holstein","5","0.141666256763192","0.00215675986514599","0.281175753661238"
"Fast nie oder nie","1996","(Fach-)Abitur","Hamburg","4","0.118549946832344","-0.0507799364812592","0.287879830145947"
"Fast nie oder nie","1996","(Fach-)Abitur","Niedersachsen","38","0.355635562850498","0.264931952198953","0.446339173502043"
"Fast nie oder nie","1996","(Fach-)Abitur","Bremen","4","0.455578440105276","0.130209512649656","0.780947367560896"
"Fast nie oder nie","1996","(Fach-)Abitur","Nordrhein-Westfalen","93","0.302979539979125","0.249056371444598","0.356902708513652"
"Fast nie oder nie","1996","(Fach-)Abitur","Hessen","26","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","23","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Baden-Wuerttemberg","46","0.292599877623433","0.218802437299924","0.366397317946941"
"Fast nie oder nie","1996","(Fach-)Abitur","Bayern","32","0.289525604531388","0.210954870526705","0.368096338536071"
"Fast nie oder nie","1996","(Fach-)Abitur","Saarland","","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Berlin","16","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Brandenburg","7","0.213992091246941","0.0592962892475408","0.368687893246341"
"Fast nie oder nie","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Sachsen","15","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Sachsen-Anhalt","12","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Thueringen","6","0.386679416858854","0.191846753387913","0.581512080329795"
"Fast nie oder nie","1996","AkademikerIn","Schleswig-Holstein","4","0.208204885600884","0.0385413091494575","0.37786846205231"
"Fast nie oder nie","1996","AkademikerIn","Hamburg","2","","",""
"Fast nie oder nie","1996","AkademikerIn","Niedersachsen","23","","",""
"Fast nie oder nie","1996","AkademikerIn","Bremen","1","","",""
"Fast nie oder nie","1996","AkademikerIn","Nordrhein-Westfalen","72","0.260102777048273","0.208064254154097","0.31214129994245"
"Fast nie oder nie","1996","AkademikerIn","Hessen","30","0.25975146316378","0.173807402130918","0.345695524196643"
"Fast nie oder nie","1996","AkademikerIn","Rheinland-Pfalz,Saarland","14","","",""
"Fast nie oder nie","1996","AkademikerIn","Baden-Wuerttemberg","42","0.36192132291925","0.278343619773416","0.445499026065084"
"Fast nie oder nie","1996","AkademikerIn","Bayern","45","0.291681067741876","0.223554174986853","0.359807960496898"
"Fast nie oder nie","1996","AkademikerIn","Saarland","","","",""
"Fast nie oder nie","1996","AkademikerIn","Berlin","47","0.31456096530823","0.237917458825412","0.391204471791049"
"Fast nie oder nie","1996","AkademikerIn","Brandenburg","81","0.596522423993693","0.51611370177106","0.676931146216327"
"Fast nie oder nie","1996","AkademikerIn","Mecklenburg-Vorpommern","40","0.496573080415678","0.393845467045506","0.599300693785849"
"Fast nie oder nie","1996","AkademikerIn","Sachsen","103","","",""
"Fast nie oder nie","1996","AkademikerIn","Sachsen-Anhalt","87","0.677228702474091","0.601129654777349","0.753327750170833"
"Fast nie oder nie","1996","AkademikerIn","Thueringen","57","0.513671530602282","0.42232190623771","0.605021154966854"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Hamburg","","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Niedersachsen","7","0.205180990612581","0.101251983545514","0.309109997679648"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Bremen","","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Nordrhein-Westfalen","24","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Hessen","3","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Baden-Wuerttemberg","32","0.125809254044867","0.0792624163247993","0.172356091764936"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Bayern","15","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Saarland","","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Berlin","5","0.20543749529901","0.0501396942914123","0.360735296306608"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Brandenburg","6","0.457296985539457","0.233295150166366","0.681298820912548"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Sachsen","8","0.250405941805613","0.112655920292969","0.388155963318256"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Sachsen-Anhalt","8","0.398744274576705","0.189325658030851","0.60816289112256"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Thueringen","4","0.237061515692357","0.0286779863936671","0.445445044991047"
"Mehrmals im Jahr","1996","Hauptschule","Schleswig-Holstein","32","0.21127549909323","0.1434133006175","0.279137697568961"
"Mehrmals im Jahr","1996","Hauptschule","Hamburg","7","0.0874274192324657","0.0171186033930828","0.157736235071849"
"Mehrmals im Jahr","1996","Hauptschule","Niedersachsen","78","0.176385544646637","0.142876397695253","0.209894691598022"
"Mehrmals im Jahr","1996","Hauptschule","Bremen","8","0.103064341518162","0.0212093782931635","0.18491930474316"
"Mehrmals im Jahr","1996","Hauptschule","Nordrhein-Westfalen","225","","",""
"Mehrmals im Jahr","1996","Hauptschule","Hessen","70","0.151929700505598","0.118838224296838","0.185021176714358"
"Mehrmals im Jahr","1996","Hauptschule","Rheinland-Pfalz,Saarland","79","0.184977122057965","0.148235074590991","0.221719169524938"
"Mehrmals im Jahr","1996","Hauptschule","Baden-Wuerttemberg","170","","",""
"Mehrmals im Jahr","1996","Hauptschule","Bayern","180","","",""
"Mehrmals im Jahr","1996","Hauptschule","Saarland","","","",""
"Mehrmals im Jahr","1996","Hauptschule","Berlin","29","","",""
"Mehrmals im Jahr","1996","Hauptschule","Brandenburg","25","","",""
"Mehrmals im Jahr","1996","Hauptschule","Mecklenburg-Vorpommern","15","","",""
"Mehrmals im Jahr","1996","Hauptschule","Sachsen","42","0.0964730580173042","0.0662673767745984","0.12667873926001"
"Mehrmals im Jahr","1996","Hauptschule","Sachsen-Anhalt","23","","",""
"Mehrmals im Jahr","1996","Hauptschule","Thueringen","28","","",""
"Mehrmals im Jahr","1996","Realschule","Schleswig-Holstein","11","","",""
"Mehrmals im Jahr","1996","Realschule","Hamburg","4","0.0988599232018087","-0.0116943062791798","0.209414152682797"
"Mehrmals im Jahr","1996","Realschule","Niedersachsen","62","0.251412720225371","0.196412556077082","0.306412884373659"
"Mehrmals im Jahr","1996","Realschule","Bremen","3","","",""
"Mehrmals im Jahr","1996","Realschule","Nordrhein-Westfalen","130","","",""
"Mehrmals im Jahr","1996","Realschule","Hessen","33","0.15605244121013","0.100168941264558","0.211935941155702"
"Mehrmals im Jahr","1996","Realschule","Rheinland-Pfalz,Saarland","26","","",""
"Mehrmals im Jahr","1996","Realschule","Baden-Wuerttemberg","67","0.246997509315148","0.19457643581643","0.299418582813865"
"Mehrmals im Jahr","1996","Realschule","Bayern","94","0.281295552005519","0.2332188075904","0.329372296420638"
"Mehrmals im Jahr","1996","Realschule","Saarland","","","",""
"Mehrmals im Jahr","1996","Realschule","Berlin","33","0.194725858376896","0.132385982649345","0.257065734104447"
"Mehrmals im Jahr","1996","Realschule","Brandenburg","69","0.30093726565337","0.241138814911462","0.360735716395277"
"Mehrmals im Jahr","1996","Realschule","Mecklenburg-Vorpommern","45","0.333806367200843","0.260507531568021","0.407105202833665"
"Mehrmals im Jahr","1996","Realschule","Sachsen","91","0.243283992472717","0.200755210955028","0.285812773990407"
"Mehrmals im Jahr","1996","Realschule","Sachsen-Anhalt","70","0.291097846456975","0.231872649242935","0.350323043671014"
"Mehrmals im Jahr","1996","Realschule","Thueringen","72","0.273870761756906","0.218702280627775","0.329039242886037"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Schleswig-Holstein","5","0.316939337136434","0.130790563057495","0.503088111215373"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Hamburg","3","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Niedersachsen","27","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Bremen","1","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Nordrhein-Westfalen","66","0.250459184321915","0.199618414982503","0.301299953661327"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Hessen","11","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Rheinland-Pfalz,Saarland","8","0.13739437073638","0.041971230925611","0.232817510547149"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Baden-Wuerttemberg","41","0.286785347437711","0.213425187283118","0.360145507592304"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Bayern","30","0.257389748817853","0.181650812904668","0.333128684731038"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Saarland","","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Berlin","6","0.174554080752486","0.0610992012762663","0.288008960228705"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Brandenburg","4","0.206724006065925","0.0539766079874844","0.359471404144365"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Mecklenburg-Vorpommern","7","0.334226343932158","0.10998934482269","0.558463343041627"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Sachsen","19","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Sachsen-Anhalt","8","0.258765443762725","0.0965470698157911","0.42098381770966"
"Mehrmals im Jahr","1996","(Fach-)Abitur","Thueringen","8","0.299361462748403","0.116135325119987","0.482587600376819"
"Mehrmals im Jahr","1996","AkademikerIn","Schleswig-Holstein","5","0.157305696456638","0.00516548882025958","0.309445904093015"
"Mehrmals im Jahr","1996","AkademikerIn","Hamburg","5","0.400422538399389","0.134069091339369","0.666775985459409"
"Mehrmals im Jahr","1996","AkademikerIn","Niedersachsen","28","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Bremen","2","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Nordrhein-Westfalen","64","0.21467539644916","0.165969391767526","0.263381401130794"
"Mehrmals im Jahr","1996","AkademikerIn","Hessen","22","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Rheinland-Pfalz,Saarland","11","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Baden-Wuerttemberg","34","0.26454717776209","0.187833075635478","0.341261279888702"
"Mehrmals im Jahr","1996","AkademikerIn","Bayern","36","0.217991270733581","0.156107696736304","0.279874844730858"
"Mehrmals im Jahr","1996","AkademikerIn","Saarland","","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Berlin","41","0.265583672736795","0.192686550734621","0.338480794738968"
"Mehrmals im Jahr","1996","AkademikerIn","Brandenburg","35","0.221563621225786","0.153495954868646","0.289631287582926"
"Mehrmals im Jahr","1996","AkademikerIn","Mecklenburg-Vorpommern","29","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Sachsen","53","0.198936808175769","0.148847603142618","0.249026013208921"
"Mehrmals im Jahr","1996","AkademikerIn","Sachsen-Anhalt","24","","",""
"Mehrmals im Jahr","1996","AkademikerIn","Thueringen","34","0.271230144562098","0.189972664729707","0.35248762439449"
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Hamburg","","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Niedersachsen","6","0.086127164945541","0.0139255263032638","0.158328803587818"
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Bremen","1","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Nordrhein-Westfalen","11","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Hessen","3","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Baden-Wuerttemberg","7","0.0684184456969549","0.0329838217915822","0.103853069602327"
