"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Mindestens einmal die Woche","1993","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","1993","66 +","Bremen","","","",""
"Mindestens einmal die Woche","1993","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","1993","66 +","Hessen","","","",""
"Mindestens einmal die Woche","1993","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","1993","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","1993","66 +","Bayern","","","",""
"Mindestens einmal die Woche","1993","66 +","Berlin","","","",""
"Mindestens einmal die Woche","1993","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","1993","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1993","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","1993","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1993","66 +","Thueringen","","","",""
"Fast nie oder nie","1994","17-34","Schleswig-Holstein","30","0.238331447767114","0.156446305225791","0.320216590308437"
"Fast nie oder nie","1994","17-34","Hamburg","","","",""
"Fast nie oder nie","1994","17-34","Niedersachsen","120","0.29024808720606","0.244310262506443","0.336185911905677"
"Fast nie oder nie","1994","17-34","Bremen","","","",""
"Fast nie oder nie","1994","17-34","Nordrhein-Westfalen","313","0.309170160929873","0.279159660842822","0.339180661016925"
"Fast nie oder nie","1994","17-34","Hessen","120","0.263323298683907","0.216229734202038","0.310416863165775"
"Fast nie oder nie","1994","17-34","Rheinland-Pfalz,Saarland","96","0.368047041451259","0.306904542927819","0.429189539974699"
"Fast nie oder nie","1994","17-34","Baden-Wuerttemberg","211","0.260033080617211","0.228364047802423","0.291702113431998"
"Fast nie oder nie","1994","17-34","Bayern","157","0.24818063103277","0.214206920021342","0.282154342044198"
"Fast nie oder nie","1994","17-34","Berlin","70","0.32480177761609","0.258733302941016","0.390870252291164"
"Fast nie oder nie","1994","17-34","Brandenburg","91","0.49050461125528","0.419608390737112","0.561400831773447"
"Fast nie oder nie","1994","17-34","Mecklenburg-Vorpommern","69","0.505967363725818","0.421629949989873","0.590304777461764"
"Fast nie oder nie","1994","17-34","Sachsen","167","0.469566139968964","0.419053919142365","0.520078360795562"
"Fast nie oder nie","1994","17-34","Sachsen-Anhalt","113","0.530133384791003","0.465632741708308","0.594634027873697"
"Fast nie oder nie","1994","17-34","Thueringen","112","0.507640385738109","0.444125004880156","0.571155766596061"
"Fast nie oder nie","1994","35-65","Schleswig-Holstein","68","0.40774138165615","0.327478465510167","0.488004297802133"
"Fast nie oder nie","1994","35-65","Hamburg","40","0.534052958771855","0.416350919451305","0.651754998092405"
"Fast nie oder nie","1994","35-65","Niedersachsen","270","0.554811143668701","0.509145758734307","0.600476528603094"
"Fast nie oder nie","1994","35-65","Bremen","","","",""
"Fast nie oder nie","1994","35-65","Nordrhein-Westfalen","693","0.510544320137265","0.482799093603745","0.538289546670785"
"Fast nie oder nie","1994","35-65","Hessen","279","0.531953572833401","0.486305433436907","0.577601712229896"
"Fast nie oder nie","1994","35-65","Rheinland-Pfalz,Saarland","167","0.541078701243854","0.483923469270582","0.598233933217126"
"Fast nie oder nie","1994","35-65","Baden-Wuerttemberg","497","0.535614982727691","0.501184268773325","0.570045696682057"
"Fast nie oder nie","1994","35-65","Bayern","403","0.486526598301968","0.450587601173547","0.52246559543039"
"Fast nie oder nie","1994","35-65","Berlin","188","0.576067378674745","0.520239657228077","0.631895100121412"
"Fast nie oder nie","1994","35-65","Brandenburg","245","0.735141977493198","0.687960598560653","0.782323356425744"
"Fast nie oder nie","1994","35-65","Mecklenburg-Vorpommern","183","0.782885737308111","0.731048920824773","0.834722553791449"
"Fast nie oder nie","1994","35-65","Sachsen","431","0.724851403904297","0.689265455355166","0.760437352453428"
"Fast nie oder nie","1994","35-65","Sachsen-Anhalt","304","0.791131287561089","0.750890540711366","0.831372034410813"
"Fast nie oder nie","1994","35-65","Thueringen","256","0.765381721336845","0.720730842954639","0.81003259971905"
"Fast nie oder nie","1994","66 +","Schleswig-Holstein","","","",""
"Fast nie oder nie","1994","66 +","Hamburg","","","",""
"Fast nie oder nie","1994","66 +","Niedersachsen","98","0.838330160392485","0.771905531525395","0.904754789259575"
"Fast nie oder nie","1994","66 +","Bremen","","","",""
"Fast nie oder nie","1994","66 +","Nordrhein-Westfalen","220","0.856268578296521","0.81354387323476","0.898993283358282"
"Fast nie oder nie","1994","66 +","Hessen","93","0.896489491228462","0.838498573519508","0.954480408937417"
"Fast nie oder nie","1994","66 +","Rheinland-Pfalz,Saarland","84","0.882794827062516","0.81776876651982","0.947820887605213"
"Fast nie oder nie","1994","66 +","Baden-Wuerttemberg","157","0.872269017576986","0.822955599404632","0.921582435749341"
"Fast nie oder nie","1994","66 +","Bayern","137","0.759685490686106","0.697948409671171","0.821422571701042"
"Fast nie oder nie","1994","66 +","Berlin","36","0.800839008956283","0.685428880533648","0.916249137378918"
"Fast nie oder nie","1994","66 +","Brandenburg","64","0.920726690479252","0.856980768494772","0.984472612463732"
"Fast nie oder nie","1994","66 +","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1994","66 +","Sachsen","120","0.935626682983857","0.89294412156265","0.978309244405064"
"Fast nie oder nie","1994","66 +","Sachsen-Anhalt","64","0.946537729838822","0.893459527124616","0.999615932553028"
"Fast nie oder nie","1994","66 +","Thueringen","65","0.939786801852445","0.884454411145504","0.995119192559386"
"Mehrmals im Jahr","1994","17-34","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1994","17-34","Hamburg","","","",""
"Mehrmals im Jahr","1994","17-34","Niedersachsen","73","0.189830683937666","0.150138631280378","0.229522736594954"
"Mehrmals im Jahr","1994","17-34","Bremen","","","",""
"Mehrmals im Jahr","1994","17-34","Nordrhein-Westfalen","210","0.236560154522956","0.20896409254906","0.264156216496852"
"Mehrmals im Jahr","1994","17-34","Hessen","65","0.197598725585502","0.155022581508698","0.240174869662306"
"Mehrmals im Jahr","1994","17-34","Rheinland-Pfalz,Saarland","61","0.282398374983492","0.225326525851246","0.339470224115738"
"Mehrmals im Jahr","1994","17-34","Baden-Wuerttemberg","179","0.245340535161982","0.214275309490756","0.276405760833208"
"Mehrmals im Jahr","1994","17-34","Bayern","167","0.25303313908374","0.218839788430093","0.287226489737387"
"Mehrmals im Jahr","1994","17-34","Berlin","49","0.256947127168521","0.195301655691383","0.31859259864566"
"Mehrmals im Jahr","1994","17-34","Brandenburg","52","0.276462101082938","0.213034271343037","0.339889930822839"
"Mehrmals im Jahr","1994","17-34","Mecklenburg-Vorpommern","30","0.210301096849485","0.14155742224457","0.279044771454401"
"Mehrmals im Jahr","1994","17-34","Sachsen","102","0.265384966667218","0.22069597848472","0.310073954849716"
"Mehrmals im Jahr","1994","17-34","Sachsen-Anhalt","61","0.228524123815619","0.174260177495958","0.28278807013528"
"Mehrmals im Jahr","1994","17-34","Thueringen","63","0.236953031884938","0.182931563719567","0.290974500050309"
"Mehrmals im Jahr","1994","35-65","Schleswig-Holstein","37","0.318196746819363","0.242121346365569","0.394272147273157"
"Mehrmals im Jahr","1994","35-65","Hamburg","","","",""
"Mehrmals im Jahr","1994","35-65","Niedersachsen","52","0.138374079639168","0.106647069817393","0.170101089460943"
"Mehrmals im Jahr","1994","35-65","Bremen","","","",""
"Mehrmals im Jahr","1994","35-65","Nordrhein-Westfalen","220","0.185513455263909","0.163938767032965","0.207088143494853"
"Mehrmals im Jahr","1994","35-65","Hessen","74","0.189532119678433","0.153677009441696","0.22538722991517"
"Mehrmals im Jahr","1994","35-65","Rheinland-Pfalz,Saarland","48","0.170543465469436","0.127404371101881","0.213682559836991"
"Mehrmals im Jahr","1994","35-65","Baden-Wuerttemberg","137","0.181807345624311","0.155180846345887","0.208433844902735"
"Mehrmals im Jahr","1994","35-65","Bayern","146","0.205061303014424","0.176030278681684","0.234092327347164"
"Mehrmals im Jahr","1994","35-65","Berlin","46","0.166081368383461","0.124039003319988","0.208123733446934"
"Mehrmals im Jahr","1994","35-65","Brandenburg","54","0.150752991763318","0.112494448041958","0.189011535484677"
"Mehrmals im Jahr","1994","35-65","Mecklenburg-Vorpommern","36","0.129382197614644","0.087183797306553","0.171580597922735"
"Mehrmals im Jahr","1994","35-65","Sachsen","98","0.14645338252047","0.118280341354523","0.174626423686417"
"Mehrmals im Jahr","1994","35-65","Sachsen-Anhalt","47","0.106941488624856","0.0763487661442227","0.13753421110549"
"Mehrmals im Jahr","1994","35-65","Thueringen","52","0.139070052002411","0.102610547865132","0.17552955613969"
"Mehrmals im Jahr","1994","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1994","66 +","Hamburg","","","",""
"Mehrmals im Jahr","1994","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","1994","66 +","Bremen","","","",""
"Mehrmals im Jahr","1994","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","1994","66 +","Hessen","","","",""
"Mehrmals im Jahr","1994","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1994","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","1994","66 +","Bayern","","","",""
"Mehrmals im Jahr","1994","66 +","Berlin","","","",""
"Mehrmals im Jahr","1994","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","1994","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1994","66 +","Sachsen","","","",""
"Mehrmals im Jahr","1994","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1994","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","1994","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1994","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","1994","17-34","Niedersachsen","39","0.114153673136284","0.0819684446397669","0.146338901632802"
"Mindestens einmal im Monat","1994","17-34","Bremen","","","",""
"Mindestens einmal im Monat","1994","17-34","Nordrhein-Westfalen","72","0.0750990711328907","0.057984981861198","0.0922131604045834"
"Mindestens einmal im Monat","1994","17-34","Hessen","","","",""
"Mindestens einmal im Monat","1994","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1994","17-34","Baden-Wuerttemberg","94","0.112043780061999","0.0892716319348617","0.134815928189136"
"Mindestens einmal im Monat","1994","17-34","Bayern","84","0.123353852366847","0.097490142855951","0.149217561877743"
"Mindestens einmal im Monat","1994","17-34","Berlin","","","",""
"Mindestens einmal im Monat","1994","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","1994","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1994","17-34","Sachsen","","","",""
"Mindestens einmal im Monat","1994","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1994","17-34","Thueringen","","","",""
"Mindestens einmal im Monat","1994","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1994","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","1994","35-65","Niedersachsen","","","",""
"Mindestens einmal im Monat","1994","35-65","Bremen","","","",""
"Mindestens einmal im Monat","1994","35-65","Nordrhein-Westfalen","81","0.0676850385153804","0.0537424782194153","0.0816275988113455"
"Mindestens einmal im Monat","1994","35-65","Hessen","","","",""
"Mindestens einmal im Monat","1994","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1994","35-65","Baden-Wuerttemberg","42","0.0688674924230588","0.0513853984847805","0.086349586361337"
"Mindestens einmal im Monat","1994","35-65","Bayern","57","0.0901433876442482","0.069550981297321","0.110735793991175"
"Mindestens einmal im Monat","1994","35-65","Berlin","","","",""
"Mindestens einmal im Monat","1994","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","1994","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1994","35-65","Sachsen","","","",""
"Mindestens einmal im Monat","1994","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1994","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","1994","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1994","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","1994","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","1994","66 +","Bremen","","","",""
"Mindestens einmal im Monat","1994","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","1994","66 +","Hessen","","","",""
"Mindestens einmal im Monat","1994","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1994","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","1994","66 +","Bayern","","","",""
"Mindestens einmal im Monat","1994","66 +","Berlin","","","",""
"Mindestens einmal im Monat","1994","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","1994","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1994","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","1994","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1994","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","1994","17-34","Schleswig-Holstein","41","0.44477958746234","0.349272289715055","0.540286885209625"
"Mindestens einmal die Woche","1994","17-34","Hamburg","","","",""
"Mindestens einmal die Woche","1994","17-34","Niedersachsen","143","0.405767555719989","0.356068367328115","0.455466744111864"
"Mindestens einmal die Woche","1994","17-34","Bremen","","","",""
"Mindestens einmal die Woche","1994","17-34","Nordrhein-Westfalen","316","0.37917061341428","0.347664678534816","0.410676548293743"
"Mindestens einmal die Woche","1994","17-34","Hessen","124","0.453912611023571","0.400677808126569","0.507147413920573"
"Mindestens einmal die Woche","1994","17-34","Rheinland-Pfalz,Saarland","70","0.293291063861516","0.235572057318553","0.351010070404478"
"Mindestens einmal die Woche","1994","17-34","Baden-Wuerttemberg","253","0.382582604158808","0.347493976142721","0.417671232174895"
"Mindestens einmal die Woche","1994","17-34","Bayern","213","0.375432377516643","0.337347033209976","0.41351772182331"
"Mindestens einmal die Woche","1994","17-34","Berlin","59","0.355291717115655","0.287769980597905","0.422813453633404"
"Mindestens einmal die Woche","1994","17-34","Brandenburg","35","0.163194404583746","0.110786556539297","0.215602252628194"
"Mindestens einmal die Woche","1994","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1994","17-34","Sachsen","81","0.202418331080635","0.161751066710146","0.243085595451124"
"Mindestens einmal die Woche","1994","17-34","Sachsen-Anhalt","46","0.210246068585499","0.15758447306194","0.262907664109057"
"Mindestens einmal die Woche","1994","17-34","Thueringen","40","0.176660684628094","0.128207871815531","0.225113497440656"
"Mindestens einmal die Woche","1994","35-65","Schleswig-Holstein","33","0.233374380848045","0.164289168221788","0.302459593474301"
"Mindestens einmal die Woche","1994","35-65","Hamburg","","","",""
"Mindestens einmal die Woche","1994","35-65","Niedersachsen","107","0.250549426408754","0.210733154161644","0.290365698655864"
"Mindestens einmal die Woche","1994","35-65","Bremen","","","",""
"Mindestens einmal die Woche","1994","35-65","Nordrhein-Westfalen","253","0.236257186083446","0.212680598517209","0.259833773649683"
"Mindestens einmal die Woche","1994","35-65","Hessen","88","0.226971483499231","0.188651514073897","0.265291452924565"
"Mindestens einmal die Woche","1994","35-65","Rheinland-Pfalz,Saarland","58","0.219958951668012","0.172448822131967","0.267469081204057"
"Mindestens einmal die Woche","1994","35-65","Baden-Wuerttemberg","130","0.213710179224939","0.185410305279966","0.242010053169913"
"Mindestens einmal die Woche","1994","35-65","Bayern","137","0.21826871103936","0.188567225352273","0.247970196726446"
"Mindestens einmal die Woche","1994","35-65","Berlin","53","0.205206641307613","0.159583239531629","0.250830043083598"
"Mindestens einmal die Woche","1994","35-65","Brandenburg","","","",""
"Mindestens einmal die Woche","1994","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1994","35-65","Sachsen","56","0.0909403982150022","0.0680293473947955","0.113851449035209"
"Mindestens einmal die Woche","1994","35-65","Sachsen-Anhalt","33","0.0790367971011366","0.0523288281352195","0.105744766067054"
"Mindestens einmal die Woche","1994","35-65","Thueringen","32","0.0821458217371437","0.0532130776653271","0.11107856580896"
