year,bula_h,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.21707,305,965,0.19105,0.24309
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.48830,171,248,0.42596,0.55064
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.18074,77,248,0.13275,0.22873
2022,Baden-Wuerttemberg,Urban regions,Yes,0.46280,1623,2592,0.44360,0.48200
2022,Baden-Wuerttemberg,Urban regions,No,0.23394,969,2592,0.21764,0.25024
2022,Baden-Wuerttemberg,Rural regions,Yes,0.51193,267,413,0.46366,0.56019
2022,Baden-Wuerttemberg,Rural regions,No,0.25399,146,413,0.21196,0.29602
2022,Bavaria,Urban regions,Yes,0.45913,1392,2148,0.43805,0.48020
2022,Bavaria,Urban regions,No,0.24479,756,2148,0.22660,0.26298
2022,Bavaria,Rural regions,Yes,0.47826,1216,1854,0.45552,0.50100
2022,Bavaria,Rural regions,No,0.23205,638,1854,0.21282,0.25127
2022,Berlin,Urban regions,Yes,0.54523,993,1443,0.51953,0.57093
2022,Berlin,Urban regions,No,0.19528,450,1443,0.17482,0.21574
2022,Brandenburg,Urban regions,Yes,0.31888,51,51,0.18970,0.44806
2022,Brandenburg,Rural regions,Yes,0.47164,575,842,0.43790,0.50538
2022,Brandenburg,Rural regions,No,0.21215,267,842,0.18452,0.23978
2022,Mecklenburg-Western Pomerania,Urban regions,Yes,0.55855,71,107,0.46402,0.65308
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.25167,36,107,0.16905,0.33428
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.52955,288,404,0.48081,0.57828
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.16634,116,404,0.12999,0.20270
2022,Saxony,Urban regions,Yes,0.43901,499,781,0.40419,0.47384
2022,Saxony,Urban regions,No,0.30118,282,781,0.26898,0.33337
2022,Saxony,Rural regions,Yes,0.48401,550,807,0.44951,0.51851
2022,Saxony,Rural regions,No,0.23463,257,807,0.20537,0.26388
2022,Saxony-Anhalt,Urban regions,Yes,0.42897,124,195,0.35933,0.49862
2022,Saxony-Anhalt,Urban regions,No,0.25154,71,195,0.19048,0.31259
2022,Saxony-Anhalt,Rural regions,Yes,0.50842,424,627,0.46926,0.54759
2022,Saxony-Anhalt,Rural regions,No,0.22193,203,627,0.18938,0.25448
2022,Thuringa,Urban regions,Yes,0.58276,215,293,0.52620,0.63932
2022,Thuringa,Urban regions,No,0.21003,78,293,0.16331,0.25675
2022,Thuringa,Rural regions,Yes,0.54908,348,496,0.50525,0.59292
2022,Thuringa,Rural regions,No,0.17569,148,496,0.14217,0.20922
